,Keyword_1,frequency,Keyword_2,degreee
793,illumination model,1,677 refractive error development,2
794,led luminary,1,gesture detection,2
795,solid state lighting,1,cognitive smart tv,2
796,wireless sensor,1,emotion recognition based smart tv,2
797,object recognition,1,usability in,2
798,information provision,1,semantic sns,2
799,provision system,1,sns smart tv,2
800,communication terminal,1,ssns,2
801,3i,1,arousal,2
802,ulearning,1,skin conductance,2
803,intelligent campus,1,heart rate variability,2
804,context-aware mobile application,1,skin deformation,2
805,media player,1,wearable display,2
806,ffmpeg,1,photo reflectivity,2
807,sdl,1,tv program recommendation,2
808,cinema multiplex,1,bayesian network,2
809,rfid smart card,1,analytic hierarchy process,2
810,rfid reader,1,vibration,2
811,tactical environment,1,visually impaired people,2
812,biometrics,1,cloud-based,2
813,identification,1,three screen tv,2
814,task-oriented computing,1,object recognition,2
815,task recommendation,1,information provision,2
816,smart flats for elderly people,1,provision system,2
817,pervasive watching systems,1,cinema multiplex,2
818,actimetry,1,rfid smart card,2
819,interactive tv,1,rfid reader,2
820,iptv,1,task-oriented computing,2
821,program recommendation,1,task recommendation,2
822,probing attack,1,smart flats for elderly people,2
823,aes,1,pervasive watching systems,2
824,smart card,1,actimetry,2
825,trusted computing,1,probing attack,2
826,software security testing,1,aes,2
827,fuzz framework,1,smart card,2
828,fault,1,ethernet,2
829,application initiation,1,fieldbus,2
830,stress,1,datalogger,2
831,health smart home,1,qfd,1
832,elderly people watching,1,hoq diagram,1
833,telemedicine,1,chronic obstructive pulmonary disease,1
834,multi-sensors,1,long-acting beta 2-agonist,1
835,watermarking,1,h.5.2 [information interfaces]: information interfaces,1
836,mpeg-4,1,and,1
837,ipmp,1,materials,1
838,video fruition,1,asymmetric supercapacitors,1
839,smart card certification,1,ip multimedia system,1
840,ethernet,1,inter-destination multimedia synchronization,1
841,fieldbus,1,other clinical informatics applications,1
842,datalogger,1,interfaces and usability,1
843,multicast delivery,1,transmisison power control (tpc) mechanisms,1
844,pay-per-view,1,smart wearable systems,1
845,pay-as-you-watch,1,radio frequency identification (rfid),1
846,micropayments,1,learning supply chain (lsc),1
